product_name,generated_description,latency_ms,input_tokens,output_tokens,cost_usd
Instant Pot Duo 6‑Quart,"The Instant Pot Duo 6-Quart is a versatile 7-in-1 multicooker that makes meal prep effortless, with a durable stainless steel inner pot and powerful 1000 W heating for fast, even cooking. Built with 18/8 stainless steel construction, it’s both sturdy and easy to clean. Despite its robust performance, it remains light and easy to handle. Backed by a 1-year limited warranty, it’s a reliable kitchen companion for everyday use.",1904.4,839,102,0.0001145
Keurig K‑Supreme Plus Smart,"The Keurig K-Supreme Plus Smart delivers a large-capacity brewing experience with its 78 oz reservoir, perfect for busy mornings or gatherings. Featuring multistream extraction and BrewID technology, it consistently extracts rich, full-flavored coffee with every cup. Styled with sleek brushed stainless steel accents, it combines modern design with reliable performance. Backed by a 1-year limited warranty, this smart brewer is built to keep up with your daily routine.",1248.2,827,95,0.0001112
Vitamix 5200 Blender,"The Vitamix 5200 Blender delivers powerful performance with its 2-hp motor and variable speed control, making it ideal for smoothies, soups, and more. Its BPA-free Tritan jar is crafted from sustainably sourced materials, combining durability with eco-conscious design. Cleaning is effortless thanks to the built-in self-cleaning function. Backed by a 7-year warranty, this blender is built to last and keep up with your daily routines.",1315.1,828,97,0.0001119
Dyson V15 Detect Vacuum,"The Dyson V15 Detect Vacuum combines powerful suction with laser dust detection to reveal hidden dirt on floors. Its HEPA filtration captures 99.97% of particles as small as 0.3 microns, ideal for cleaner air. With a 60-minute run-time and energy-efficient design, it delivers long-lasting performance. Built with a durable polycarbonate and aluminum construction, it's designed to withstand daily use. Backed by a 2-year parts and labor warranty, it’s a reliable choice for deep cleaning.",1448.1,828,111,0.0001161
iRobot Roomba j7+,"The iRobot Roomba j7+ combines smart cleaning with effortless convenience, featuring PrecisionVision navigation that recognizes and avoids obstacles like pet waste and cords. Its self-emptying Clean Base keeps the bin tidy, while Alexa compatibility lets you control it with your voice. Designed with an award-winning look, this robot vacuum runs smoothly on all floor types. Built with a durable plastic housing, it’s backed by a 1-year limited warranty.",1221.5,822,88,0.0001086
Yeti Rambler 20 oz Tumbler,"The Yeti Rambler 20 oz Tumbler delivers lasting performance in a compact design, built with kitchen-grade stainless steel and double-wall vacuum insulation to keep drinks cold for hours or hot for even longer. Its MagSlider lid offers a secure, easy-sip seal that’s perfect for on-the-go use. Designed for durability and convenience, this tumbler comes with a 5-year warranty, so you can count on it to keep up with your busy lifestyle.",1312.2,827,98,0.0001121
Stanley Quencher H2.0 40 oz,"The Stanley Quencher H2.0 40 oz is built to keep your drinks cold for up to 24 hours or hot for up to 12, thanks to its vacuum insulation and durable recycled stainless steel construction. The flow-state lid makes sipping effortless, while the cup-holder friendly design fits perfectly in most car holders. With a long-lasting battery that powers its smart features and a lifetime warranty, this tumbler is built to go the distance—on the go, every day.",1442.8,827,104,0.0001139
Hydro Flask 32 oz Wide Mouth,"The Hydro Flask 32 oz Wide Mouth keeps your drinks cold for 24 hours or hot for 12, thanks to its TempShield insulation and pro-grade stainless steel construction. Designed with a compact profile, it fits easily in most cup holders and features a Color Last powder coat for lasting vibrancy. Every Hydro Flask comes with a lifetime warranty, so you can enjoy your favorite beverages on the go with confidence.",1240.1,819,86,0.0001077
Contigo Autoseal West Loop 16 oz,"The Contigo Autoseal West Loop 16 oz is a compact, stainless steel tumbler built for life on the move. Its autoseal spill-proof lid keeps drinks secure, while double-wall insulation helps maintain temperature. Designed to fit in most cup holders, it’s perfect for busy days. Backed by a lifetime warranty, it’s built to last.",1095.2,823,76,0.0001051
Nike Air Zoom Pegasus 40,"The Nike Air Zoom Pegasus 40 delivers a responsive ride with its React foam midsole and dual Zoom Air units for cushioning and energy return. Designed for performance, the engineered mesh upper ensures a breathable, secure fit. Built with a lightweight textile and synthetic construction, it’s made to keep you moving efficiently mile after mile. Backed by a 2-year manufacturer warranty, this running shoe combines comfort and durability for everyday training.",1284.9,820,89,0.0001087
Adidas Ultraboost Light,"Step into lightweight comfort with the Adidas Ultraboost Light, featuring a responsive Light BOOST midsole that delivers cushioning with every stride. The Primeknit+ upper molds to your foot for a snug, breathable fit, while Continental rubber on the outsole ensures durable traction. Crafted from a blend of textile and synthetic materials, this shoe combines performance and style. With a 4.7/5 rating from users and a 2-year manufacturer warranty, it’s built to keep up with your active life.",1388.7,826,104,0.0001138
The North Face ThermoBall Eco Jacket,"The North Face ThermoBall Eco Jacket delivers warmth and sustainability in a compact design. Crafted from 100% recycled nylon, it features synthetic ThermoBall insulation that traps heat efficiently while remaining lightweight. A durable DWR finish helps repel light moisture, keeping you dry in damp conditions. Built to last, this jacket comes with a lifetime warranty, making it a smart, eco-conscious choice for everyday adventures.",1530.9,820,86,0.0001078
Patagonia Black Hole 32 L Backpack,"The Patagonia Black Hole 32 L Backpack is built for adventure with a large capacity and made from durable 100% recycled polyester ripstop. Its weather-resistant construction keeps your gear dry, while the padded straps ensure comfort on long journeys. A dedicated laptop sleeve offers protection, and the whole pack comes with a lifetime warranty, reflecting Patagonia’s commitment to quality and sustainability.",1275.8,827,81,0.000107
Osprey Farpoint 40,"The Osprey Farpoint 40 is a carry-on size backpack built for everyday adventures and weekend getaways. Crafted from durable 450D recycled nylon, it features a stowaway harness for easy transition from backpack to carry-on, plus a dedicated laptop sleeve for protection on the go. Designed with energy efficiency in mind, it’s built to last. Osprey backs it with a lifetime warranty, so you can trust it to keep up with your journey.",1503.9,822,99,0.0001119
LEGO Star Wars Millennium Falcon 75192,"Build the legendary Millennium Falcon with 7,541 detailed ABS plastic bricks, featuring an intricately designed interior and authentic Star Wars elements. Includes multiple minifigures for immersive play. The durable construction ensures lasting fun, and LEGO offers a lifetime replacement for any missing bricks—so your iconic spaceship stays complete, just like the original.",1165.0,831,70,0.0001041
LEGO Icons Botanical Orchid 10311,"The LEGO Icons Botanical Orchid 10311 is a stunning 608-piece decorative set that brings the elegance of nature to life. Crafted from durable ABS plastic bricks, its intricate design features adjustable blooms that can be positioned to suit your style. With multiple color options available, each orchid is a unique centerpiece for any space. LEGO’s lifetime replacement guarantee ensures any missing bricks are always covered, so your masterpiece stays complete forever.",1502.3,826,93,0.0001105
Kindle Paperwhite 11th Gen,"The Kindle Paperwhite 11th Gen features a sleek 6.8"" glare-free display that’s easy on the eyes, perfect for long reading sessions. Its compact design fits comfortably in your hand, while the 10-week battery life means fewer charges. Powered by USB-C, it’s ready when you are. Made with recycled plastic, it’s as thoughtful about the planet as it is about your reading experience. Backed by a 1-year limited warranty.",1537.7,830,97,0.0001121
Kobo Libra 2,"The Kobo Libra 2 delivers a seamless reading experience with its 7"" E-Ink Carta display, offering crisp text and reduced eye strain. Light and comfortable to hold, it’s perfect for long reading sessions. Enjoy Bluetooth audiobooks and read confidently in any environment—its IPX8 waterproof rating means it’s safe even if dropped in water. Built with a durable plastic chassis, it’s designed to last, backed by a 1-year limited warranty.",2465.7,829,97,0.000112
Anker Soundcore Motion+ Speaker,"The Anker Soundcore Motion+ Speaker delivers powerful 30W audio with Hi-Res sound quality, bringing rich, detailed music wherever you go. Built with an aluminum grille for durability and a sleek look, it’s also IPX7 waterproof, so it’s ready for rain, splashes, or even a dip in the pool. Energy efficient and designed for long-lasting performance, it’s perfect for outdoor adventures. Backed by an 18-month warranty, it’s a reliable companion for every moment.",1409.3,824,105,0.0001139
Sonos Move 2,"The Sonos Move 2 delivers powerful, room-filling sound with seamless WiFi and Bluetooth connectivity, making it perfect for indoor or outdoor use. Its 24-hour battery keeps the music going all day, while automatic TruePlay tunes the audio to your space for the best possible sound. Built with a shock-resistant shell, it’s ready for whatever life throws its way. With a 4.7/5 rating from users and a 1-year limited warranty, it’s a reliable companion for every adventure.",1395.0,829,104,0.0001141
Philips Hue White & Color Ambiance Starter Kit,"The Philips Hue White & Color Ambiance Starter Kit brings vibrant, 16 million color options to your space with seamless Bluetooth and Zigbee connectivity. Control your lights by voice or app, creating the perfect mood for any moment. Designed with sleek plastic bulbs, this limited edition kit offers a modern touch to your home. Backed by a 2-year limited warranty, it’s a stylish, reliable way to transform your lighting experience.",1411.3,825,88,0.0001089
TP‑Link Deco XE75 Mesh WiFi 6E,"The TP-Link Deco XE75 Mesh WiFi 6E delivers tri-band AXE5400 speeds across your home, with a 3-pack covering up to 7,200 sq ft. Designed for seamless, high-performance connectivity, it ensures fast, reliable internet throughout your space. Built with durable plastic construction and backed by a 2-year limited warranty, it’s a future-ready solution for smart homes.",1429.7,845,90,0.0001115
Eufy Video Doorbell Dual,"The Eufy Video Doorbell Dual delivers clear, detailed views with its 2K resolution and dual camera setup, capturing your entire entryway with precision. Its intelligent package detection helps you stay aware of deliveries, while the long-lasting battery keeps it running reliably. Built with a durable plastic housing, it’s designed to withstand the elements. Backed by a 1-year limited warranty, it’s a dependable choice for smarter home security.",1333.9,821,89,0.0001088
Blink Outdoor 4,"The Blink Outdoor 4 delivers crisp 1080p HD video with a 2-year battery life, making it a reliable choice for outdoor security. Built to withstand the elements, this weather-resistant camera is perfect for keeping watch day and night. Crafted from durable plastic, it’s designed for long-term performance. As a limited edition model, it offers a unique blend of value and innovation. Backed by a 1-year limited warranty, it’s a smart, dependable addition to any home security setup.",1421.5,822,105,0.0001137
Corsair K100 RGB Keyboard,"The Corsair K100 RGB Keyboard delivers high-performance gaming with Cherry MX Speed switches and a lightning-fast 4000 Hz polling rate for ultra-responsive input. Built with a durable brushed aluminum frame, it offers a premium feel and long-lasting reliability. Its large layout provides ample space for all your keys and macros, while vibrant RGB lighting adds a personalized touch. Backed by a 2-year warranty, this keyboard is built to keep up with serious gamers and power users alike.",1283.2,825,100,0.0001125
Logitech MX Master 3S,"The Logitech MX Master 3S delivers precision and power with its 8K DPI sensor and smooth MagSpeed scroll wheel, making it ideal for demanding tasks. Connect seamlessly via Bolt or Bluetooth, and enjoy a responsive, reliable experience across devices. Designed with a sleek plastic build and available in multiple colors, it fits comfortably in your hand. Backed by a 1-year limited warranty, it’s built to keep up with your workflow.",1176.4,823,90,0.0001093
Razer DeathAdder V3 Pro,"The Razer DeathAdder V3 Pro delivers elite performance in a sleek, 63g ultralight design, perfect for fast, precise gaming. Its 30K DPI Focus Pro sensor ensures pinpoint accuracy, while the long-lasting battery keeps you in the game. Built with durable plastic construction and backed by a 2-year warranty, it’s engineered for serious gamers who demand reliability and responsiveness.",1020.2,828,83,0.0001077
Samsung 980 Pro 2 TB NVMe SSD,"The Samsung 980 Pro 2 TB NVMe SSD delivers blazing-fast performance with PCIe 4.0 technology and read speeds up to 7,000 MB/s. Built with a durable nickel coating and high-quality PCB & NAND flash components, it’s engineered for reliability and long-term use. Whether you're gaming, editing, or managing large files, this SSD keeps up with demanding workloads. Backed by a 5-year limited warranty, it’s a powerful, trusted choice for high-performance storage.",1380.0,843,107,0.0001164
Seagate Portable 5 TB HDD,"The Seagate Portable 5 TB HDD delivers reliable, high-capacity storage in a compact 2.5″ form factor. With USB 3.0 connectivity, it offers fast transfer speeds and plug-and-play simplicity—just connect and start using. Built with a durable plastic shell, it’s designed for everyday portability. Trusted by users with a 4.7/5 rating, it’s backed by a 1-year limited warranty for peace of mind.",1112.1,835,95,0.000112
SanDisk Extreme PRO 128 GB SDXC,"The SanDisk Extreme PRO 128 GB SDXC card delivers fast, reliable performance with UHS-I U3 speed and up to 200 MB/s read speeds, perfect for capturing 4K video and high-resolution photos. Built to endure tough conditions, it’s waterproof, shockproof, and temperature-resistant. Crafted from durable plastic, it’s designed for professionals who demand consistent performance. Backed by a lifetime limited warranty, it’s a trusted choice for every adventure.",1179.7,831,100,0.0001131
Kingston Fury Beast 32 GB DDR5,"The Kingston Fury Beast 32 GB DDR5 delivers high-speed performance with a 6000 MT/s data rate, powered by Intel XMP 3.0 for effortless overclocking. Built with an aluminum heatspreader, it features a low-profile design for better compatibility and improved thermal performance. Engineered for energy efficiency, it’s ideal for demanding workloads and gaming. Backed by a lifetime warranty, it’s built to last.",1125.1,835,92,0.0001111
Acer Predator XB273U 27″ Monitor,"The Acer Predator XB273U delivers a stunning 27″ gaming experience with a 2560×1440 resolution and a smooth 170 Hz refresh rate on its IPS panel. HDR400 support enhances contrast and color accuracy, while G-Sync Compatible technology minimizes screen tearing. Built with a durable plastic and metal stand, this large monitor is designed for immersive gameplay and extended use. Backed by a 3-year warranty, it’s a reliable choice for serious gamers and professionals alike.",1318.5,843,110,0.0001173
BenQ PD2725U 27″ Monitor,"The BenQ PD2725U 27″ monitor delivers stunning 4K UHD clarity with a vibrant 98% P3 color gamut, perfect for creative professionals who demand accurate, lifelike visuals. Built with an IPS panel, it offers consistent color and wide viewing angles. Equipped with Thunderbolt 3 for fast data transfer and power delivery, it simplifies your setup. The sleek metal stand ensures stability and style, while a 3-year warranty gives you peace of mind.",1178.7,834,106,0.0001152
ASUS ProArt PA278QV Monitor,"The ASUS ProArt PA278QV delivers stunning 27"" visuals with a 2560×1440 IPS panel and 100% sRGB color coverage, all Calman Verified for precise, consistent color accuracy. Designed for creatives who demand reliability, it features a sleek metal stand and a lightweight build for easy setup. Backed by a 3-year warranty, this monitor combines professional-grade performance with peace of mind.",1100.3,838,96,0.0001126
